"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"8L8QH5MY","journalArticle","2020","Andrieș, Alin Marius; Mehdian, Seyed; Stoica, Ovidiu","Gender Diversity, Banks‘ Performance, and Stability across Central and Eastern European Countries","Journal of East European Management Studies","","09496181, 18620019","","https://www.jstor.org/stable/26999921","[This paper investigates the impact of board diversity on the performance and riskiness of banks across Central and Eastern European (CEE) countries. We emphasize identifying features of the board structure that could increase performance and lower the possible losses of banks. Using a unique, hand-collected dataset of 156 banks from CEE countries during 2005–2012, we assess whether banks with more female directors or chairwomen display lower risk and higher performance. The analysis first shows that banks with a chairwoman and a higher proportion of females among the members of a bank's board record a higher level of profitability and tend to have a lower level of credit losses. Additionally, the results suggest that the higher proportion of females among members on bank boards, on average, the higher the level of bank stability during the financial crisis of 2008. Our results also reveal that the regulatory framework in the host-country affects the relationship between board gender diversity and bank performance and risk.]","2020","2026-07-20 03:46:25","2026-07-20 03:46:25","","469-502","","3","25.0","","Journal of East European Management Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8DV3M5C","journalArticle","2003","Daily, Catherine M.; Dalton, Dan R.","Are Director Equity Policies Exclusionary?","Business Ethics Quarterly","","1052150X","","http://www.jstor.org/stable/3857965","[This paper examines two recent trends relative to boards of directors' compensation, and their potential incompatibility. There has been some progress in increasing board diversity, specifically the inclusion of women and minorities on boards. The increasing trend requiring directors to hold/purchase equity as a requirement of board membership may seriously compromise further improvements in diversifying boards. Also, an increasing number of companies compensate directors partially or fully in stock grants and options. These compensation policies may be exclusionary, especially for women and minorities, impacting the quality of boardroom discussions and decisions. This study systematically examines whether corporations requiring director equity are exclusionary toward women and minority directors. Contrary to being exclusionary, companies with director stock requirements and annual stock awards have greater representation by women and minorities on their board. Moreover, larger companies are both more likely to have such policies and have higher proportions of women and minorities on the board.]","2003","2026-07-20 03:46:25","2026-07-20 03:46:25","","415-432","","4","13.0","","Business Ethics Quarterly","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SVT5WDI2","journalArticle","2016","Sundean, Lisa J.; McGrath, Jacqueline M.","A Metasynthesis Exploring Nurses and Women on Governing Boards","The Journal of Nursing Administration","","00020443, 15390721","","https://www.jstor.org/stable/26813708","[OBJECTIVE:The purpose of this article is to present the results of a metasynthesis addressing significant issues relating to board appointments for nurses and women. BACKGROUND:Nurses are rarely engaged as voting board members even though they are positioned to add value. When nurses and women are appointed to boards, their experiences reflect the struggles associated with traditional patriarchal board norms. METHOD:A metasynthesis of qualitative studies was conducted. Seven studies from nursing and business literature were analyzed using the meta-ethnography methodology. RESULTS:Proving worth is the central issue of nurses and women on boards. CONCLUSION:Boardroom parity for nurses and women is an important social agenda with implications for strategic decision making in healthcare and business.]","2016","2026-07-20 03:46:25","2026-07-20 03:46:25","","455-461","","9","46.0","","The Journal of Nursing Administration","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"C45RGI77","journalArticle","2018","Baselga-Pascual, Laura; Trujillo-Ponce, Antonio; Vähämaa, Emilia; Vähämaa, Sami","Ethical Reputation of Financial Institutions: Do Board Characteristics Matter?","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/45022455","[This paper examines the association between board characteristics and the ethical reputation of financial institutions. Given the pivotal governance role of the board of directors and the value-relevance of ethical corporate behavior, we postulate a positive relationship between ethical reputation and board features that foster more effective monitoring and oversight. Using a sample of large financial institutions from 13 different countries, we run several alternative panel regressions of ethical reputation on board characteristics and firm-specific controls. Our results demonstrate that the ethical reputation of financial institutions is positively associated with board size, gender diversity, and CEO duality, while being negatively related to the busyness of the board members and a composite index reflecting poor monitoring. Nevertheless, inconsistent with our hypothesis, we also document that financial institutions with less frequent board meetings have better ethical reputation. Overall, our empirical findings suggest that stronger board oversight may promote ethical behavior in the financial industry.]","2018","2026-07-20 03:46:25","2026-07-20 03:46:25","","489-510","","3","148.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V8IHCS5P","journalArticle","2021","Rigolini, Alessandra; Huse, Morten","Women and Multiple Board Memberships","Journal of Business Ethics","","01674544, 15730697","","https://www.jstor.org/stable/48755324","[We show unintended consequences of quota regulations to get women on boards. Board members may have different characteristics, and even among women, there are variations. We assume that the characteristics of the board members have an influence on their contributions to boards, to businesses as well as to society. In this paper, we argue that different types of societal pressure to get women on boards have an influence on the social capital characteristics of the women getting multiple board memberships. The paper is drawing on institutional theory and social capital theory, and we distinguish between mimetic, normative, and coercive types of pressure. Through a cluster analysis of 58 Italian “golden skirts”, we show that different types of societal pressure may lead to differences in social capital characteristics. The study has implications for the ongoing international debate about women and diversity on boards, and we propose developing a pressure theory for getting women on boards.]","2021","2026-07-20 03:46:25","2026-07-20 03:46:25","","443-459","","3","169.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"36TSXEWZ","journalArticle","2016","Bugeja, Martin; Matolcsy, Zoltan; Spiropoulos, Helen","The Association Between Gender-Diverse Compensation Committees and CEO Compensation","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/44164229","We examine the association between genderdiverse compensation committees and CEO pay and find that CEO compensation levels are negatively associated with gender-diversity of the compensation committee, but not gender-diversity of the board. Furthermore, we find that excess CEO compensation is negatively related to subsequent return on assets for firms with an all-male compensation committee but not for firms with a gender-diverse compensation committee. These results suggest that CEOs do receive some level of excess compensation which can be mitigated by having one or more females on the compensation committee.","2016","2026-07-20 03:46:25","2026-07-20 03:46:25","","375-390","","2","139.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JTXCR2NW","journalArticle","2016","Du, Xingqiang","Does Confucianism Reduce Board Gender Diversity? Firm-Level Evidence from China","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/24736138","This study extends previous literature on the association between Confucianism and corporate decisions by examining Confucianism's influence on board gender diversity. Using a sample of Chinese listed firms during the period of 2001–2011 and geographic-proximity-based Confucianism variables, I provide strong and consistent evidence to show that Confucianism is significantly negatively associated with board gender diversity, suggesting that the proportion of women directors in the boardroom is significantly lower for firms surrounded by strong Confucianism atmosphere than for firms located in regions with weak Confucianism atmosphere. This finding also implies that Confucian philosophical system has important impacts on business ethics and women's status in corporate governance. Moreover, GDP per capita, the proxy for economic development level in a province in which a firm is located, attenuates the negative association between Confucianism and board gender diversity. Above results are robust to different measures of Confucianism and board gender diversity and are still valid after controlling for the potential endogeneity between Confucianism and board gender diversity.","2016","2026-07-20 03:46:25","2026-07-20 03:46:25","","399-436","","2","136.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5WBRW4SI","journalArticle","2015","CUMMING, DOUGLAS; LEUNG, T. Y.; RUI, OLIVER","GENDER DIVERSITY AND SECURITIES FRAUD","The Academy of Management Journal","","00014273","","http://www.jstor.org/stable/24758234","We formulate theory on the effect of board of director gender diversity on the broad spectrum of securities fraud, and generate three key insights. First, based on ethicality, risk aversion, and diversity, we hypothesize that gender diversity on boards can operate as a significant moderator for the frequency of fraud. Second, we advance that the stock market response to fraud from a more gender-diverse board is significantly less pronounced. Third, we posit that women are more effective in male-dominated industries in reducing both the frequency and severity of fraud. Results of our novel empirical tests, based on data from a large sample of Chinese firms that committed securities fraud, are largely consistent with each of these hypotheses.","2015","2026-07-20 03:46:25","2026-07-20 03:46:25","","1572-1593","","5","58.0","","The Academy of Management Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2KQQAY82","journalArticle","2017","Ben-Amar, Walid; Chang, Millicent; McIlkenny, Philip","Board Gender Diversity and Corporate Response to Sustainability Initiatives: Evidence from the Carbon Disclosure Project","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/44253321","This paper investigates the effect of female representation on the board of directors on corporate response to stakeholders' demands for increased public reporting about climate change-related risks. We rely on the Carbon Disclosure Project as a sustainability initiative supported by institutional investors. Greenhouse gas emissions measurement and its disclosure to investors can be thought of as a first step toward addressing climate change issues and reducing the firm's carbon footprint. Based on a sample of publicly listed Canadian firms over the period 2008-2014, we find that the likelihood of voluntary climate change disclosure increases with women percentage on boards. We also find evidence that supports critical mass theory with regard to board gender diversity. These findings reinforce initiatives being undertaken around the world to promote gender diversity in corporate governance while demonstrating board effectiveness in stakeholder management.","2017","2026-07-20 03:46:25","2026-07-20 03:46:25","","369-383","","2","142.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KYLPWNRS","journalArticle","2014","de Anca, Celia; Gabaldon, Patricia","The Media Impact of Board Member Appointments in Spanish-Listed Companies: A Gender Perspective","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/42921446","[Recent corporate governance literature on gender diversity within boards has linked the effect of an increase in gender diversity to the firm's corporate reputation. This paper analyzes the media impact of appointing new directors of Spanish companies at a particularly significant moment, during the period from 2007 to 2010, just a year before and 3 years after the Gender Equality Act was passed. By analyzing female and male board nominations in Spanish IBEX-35 companies, the paper examines whether appointing a female does have greater visibility than appointing a male, and thus a potential signaling effect for corporate stakeholders and an effect on the firm's reputation. Results indicate that the effect on press visibility of appointing a female versus a male is negligible, although there is significant media visibility for new executive directors, in particular for the case of the only woman nominated as an executive director during the period. The paper contributes to the existing literature on gender diversity in corporate governance, specifically its effect on corporate reputation. The paper also offers information relevant to policy making and in particular to the current debate over quotas for women on boards.]","2014","2026-07-20 03:46:26","2026-07-20 03:46:26","","425-438","","3","122.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P6T5APIK","journalArticle","2017","Seierstad, Cathrine; Warner-Søderholm, Gillian; Torchia, Mariateresa; Huse, Morten","Increasing the Number of Women on Boards: The Role of Actors and Processes","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/44253297","[Understanding the spread of national public policies to increase the percentage of women on boards is often presented using different types of institutional theory logic. However, the importance of the political games influencing these decisions has not received the same attention. In this article, we look beyond the institutional setting by focusing on the role of actors. We explore processes that include who the critical actors that drive and determine these policies are, and what motivates them to push for change. We employ a processual design approach using a longitudinal country-comparative case study exploring the case of Norway, England, Germany and Italy. We map the political games, both inside and outside legislative areas, including the micro-politics among various actors and groups of actors in the selected countries. Data are collected through participation observations, interviews and text analyses. The study contributes by filling important gaps in the literature by embedding the discussion about women on boards in politicking and national public policies and by introducing dynamic perspectives. Finally, by using a processual design approach, we capture the reality of the women on board debates at different points of time and in different actor and motivational contexts. The study has consequences for how policy-makers and businesses may follow up and act, based on the debates.]","2017","2026-07-20 03:46:26","2026-07-20 03:46:26","","289-315","","2","141.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J9KUA24G","journalArticle","2016","Chen, Shimin; Ni, Xu; Tong, Jamie Y.","Gender Diversity in the Boardroom and Risk Management: A Case of R&D Investment","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/24736151","Increasing gender diversity in the boardroom has been promoted as a way to enhance corporate governance and risk management. This study empirically examines whether boards with more female directors play a role in reducing R&D risk. We first show that female directors help to reduce the positive relationship between R&D investment and future performance volatility. We then report that firms with more gender-diverse boards exhibit a lower adverse effect of R&D on the cost of debt. These results are robust to endogeneity analysis, alternative measures of gender diversity and risky investment, and other sensitivity tests. Overall, our results suggest that female directors improve board effectiveness in risk management with respect to R&D investment.","2016","2026-07-20 03:46:26","2026-07-20 03:46:26","","599-621","","3","136.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NVFR255V","journalArticle","2014","Hartarska, Valentina; Nadolnyak, Denis; Mersland, Roy","Are Women Better Bankers to the Poor? Evidence from Rural Microfinance Institutions","American Journal of Agricultural Economics","","00029092, 14678276","","http://www.jstor.org/stable/24476976","[Microfinance Institutions (MFIs) provide financial services to the poor and in many ways resemble both banks and non-profit organizations. Many MFIs target women because more women than men are poor, especially in rural areas. Studies show that women manage money differently from men and have different leadership styles. Thus, in credit unions and financial firms, female and male managers achieve different results. In microfinance, gender diversity on the board of MFIs is beneficial, and loans authorized by female loan officers have lower default rates. Motivated by these findings, we ask whether MFIs with a female Chief Executive Officer (CEO) are more efficient at serving the poor without jeopardizing financial sustainability. We adapt the banking approach to managerial (in)efficiency to account for the outreach and sustainability goals of the MFIs, and evaluate whether MFIs' outreach efficiency differs by the gender of their respective CEOs. We estimate a stochastic frontier cost function using the Battese-Coelli (1995) model and the ""true"" random effects estimators using panel data from over 250 MFIs. We find that MFIs with female CEOs have significantly higher outreach efficiency than MFIs with male CEOs. Similar results are found with a two-step stochastic frontier approach. Overall, the results suggest that promoting gender diversity at the top levels of MFI management is likely to have both social and financial benefits.]","2014","2026-07-20 03:46:26","2026-07-20 03:46:26","","1291-1306","","5","96.0","","American Journal of Agricultural Economics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8PY5HMQB","journalArticle","2022","Fleischer, Dennis","Does gender diversity in supervisory boards affect gender diversity in management boards in Germany? An empirical analysis","German Journal of Human Resource Management / Zeitschrift für Personalforschung","","23970022, 23970030","","https://www.jstor.org/stable/27344155","[Social aspects like gender diversity in the boardroom are becoming increasingly relevant and are a popular topic of public debate in the context of gender equality in business. However, there is little clarity about the potential spill-over effects of gender diversity. Both theory and empirical results have led to ambiguous conclusions with respect to the effect of gender diversity in the supervisory board on gender diversity in the management board. In addition, it is not clear whether the German gender quota legislation positively affects this relationship. This study analyses whether gender diversity in the supervisory board supports the gender diversity of the management board, and whether this relationship is affected by the gender quota legislation, focusing on the unique case of Germany. To cope with endogeneity concerns, this study employs a cross-lagged panel model with fixed effects using maximum likelihood structural equation modelling. The results of the analysis of the impact of the number of female supervisory board members on the number of female management board members do not support the view of positive spill-over effects of gender diversity in the environment of the German two-tier corporate governance system. Furthermore, this study finds no evidence of an effect of the German gender quota on this relationship.]","2022","2026-07-20 03:46:26","2026-07-20 03:46:26","","53-76","","1","36.0","","German Journal of Human Resource Management / Zeitschrift für Personalforschung","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"62X34MIN","journalArticle","2017","Ward, Anne Marie; Forker, John","Financial Management Effectiveness and Board Gender Diversity in Member-Governed, Community Financial Institutions","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/44253300","[Although non-profit organisations typically have high representation of females on their boards, relatively little is known about the effects of gender diversity in these organisations particularly in relation to financial management. In this archival study, resource dependency theory and agency analysis are combined to provide theoretical insight and empirical analysis of gender diversity on effective financial management in member-governed, community financial institutions. The investigation is possible due to the unique characteristics of the organisational form and region being examined—credit unions in Northern Ireland. The sector has not been subject to external regulation on board gender, yet a wide array of gender mix on boards ranging from 100 % male to 100 % female are in existence. In addition, effective financial management is crucial to their survival and their ability to meet member objectives. Boards with higher female representation exhibit superior financial management first, in respect of loan book quality in the period of austerity following the financial crisis and second when measured against return on assets.]","2017","2026-07-20 03:46:26","2026-07-20 03:46:26","","351-366","","2","141.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5BT7F33I","journalArticle","2022","MAIDA, AGATA; WEBER, ANDREA","FEMALE LEADERSHIP AND GENDER GAP WITHIN FIRMS","ILR Review","","00197939, 2162271X","","https://www.jstor.org/stable/27112188","[The authors evaluate a 2011 Italian law that installed a step-wise increase in gender quota that remains effective for three consecutive board renewals of listed limited liability firms. They link firmlevel information on board membership and board election dates with detailed employment and earnings records from the Social Security registers. Exploiting the staggered introduction of the gender quota regulation and variation in board renewal years across firms, the authors evaluate the effect of the board gender composition on measures of gender diversity in top positions over a period of four years. While the reform substantially raised the female membership on corporate boards, results show only moderate and imprecisely estimated spillover effects on the representation of women in top executive or top earnings positions.]","2022","2026-07-20 03:46:26","2026-07-20 03:46:26","","488-515","","2","75.0","","ILR Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CBZ8KMD3","journalArticle","2014","Gregory-Smith, Ian; Main, Brian G.M.; O'Reilly, Charles A.","APPOINTMENTS, PAY AND PERFORMANCE IN UK BOARDROOMS BY GENDER","The Economic Journal","","00130133, 14680297","","http://www.jstor.org/stable/42919287","This article uses UK data to examine issues regarding the scarcity of women in boardroom positions. The article examines appointments, pay and any associated productivity effects deriving from increased diversity. Evidence of gender-bias in the appointment of women as non-executive directors is found together with mixed evidence of discrimination in wages or fees paid. However, the article finds no support for the argument that gender diverse boards enhance corporate performance. Proposals in favour of greater board diversity may be best structured around the moral value of diversity, rather than with reference to an expectation of improved company performance.","2014","2026-07-20 03:46:26","2026-07-20 03:46:26","","F109-F128","","574","124.0","","The Economic Journal","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UZC6JL8X","journalArticle","2022","Liao, Guanmin; Ma, Mark (Shuai); Yu, Xiaoyun","Transporting transparency","Journal of International Business Studies","","00472506, 14786990","","https://www.jstor.org/stable/48808323","[Using hand-collected data and exploiting a natural experiment in China, we show that directors with foreign experience improve corporate transparency in emerging markets. The positive effect of these directors manifests itself if their experience originates from countries with high disclosure quality, if they reach a critical mass at the board, or if they serve on the audit committee. When exploring potential channels, we find that earnings transparency and voluntary disclosure increase after firms hire directors with foreign experience. Furthermore, after interacting with returnee directors, directors without foreign experience are more likely to dissent on management proposals; transparency also propagates to other firms with which they hold board seats. These findings highlight the role of board diversity in shaping transparency and facilitating governance transfer within boardrooms and across firms.]","2022","2026-07-20 03:46:26","2026-07-20 03:46:26","","1343-1369","","7","53.0","","Journal of International Business Studies","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y6IJSZBN","journalArticle","2018","Liao, Lin; Lin, Teng (Philip); Zhang, Yuyu","Corporate Board and Corporate Social Responsibility Assurance: Evidence from China","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/45022560","[This paper investigates the association between board characteristics and the company's corporate social responsibility (CSR) assurance decision in China. By examining 2054 firm-years of Chinese listed companies with CSR reports from 2008 to 2012, we find that firms with a large board size, more female directors, and separation of CEO and chairman positions are more likely to engage in CSR assurance. Gender diversity also influences the CSR assurance provider choice. However, board independence and overseas background of the CEO do not affect the CSR assurance decision. Inconsistent with our prediction, firms with foreign directors are less likely to engage in voluntary CSR assurance. In summary, this research provides in-depth insights into the determinants of Chinese firms' voluntary CSR assurance.]","2018","2026-07-20 03:46:26","2026-07-20 03:46:26","","211-225","","1","150.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HDG2D893","journalArticle","2015","Torchia, Mariateresa; Calabrò, Andrea; Morner, Michèle","Board of Directors’ Diversity, Creativity, and Cognitive Conflict","International Studies of Management & Organization","","00208825, 15580911","","https://www.jstor.org/stable/48541706","[In this study, we examine the relationship between board diversity in terms of member background and personality (deep-level diversity) and board creativity and cognitive conflict, controlled for the mediating role of board members’ interactions. Using a sample of 385 Norwegian companies, the results provide strong support for the notion that the higher the level of board diversity with respect to the board members’ backgrounds and personalities, the higher the degree of board creativity and cognitive conflict during the decision-making process. Moreover, our empirical evidence supports the mediating role of interactions among board members. The study supports the increasing importance of going beyond “surface level diversity” (e.g., diversity in term of gender) and investigating characteristics that are less visible and that are labelled “deep-level” diversity attributes.]","2015","2026-07-20 03:46:26","2026-07-20 03:46:26","","6-24","","1","45.0","","International Studies of Management & Organization","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W9UWXUR6","journalArticle","2018","Windscheid, Leon; Bowes-Sperry, Lynn; Jonsen, Karsten; Morner, Michèle","Managing Organizational Gender Diversity Images: A Content Analysis of German Corporate Websites","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/45022782","[Although establishing gender equality in board and managerial positions has recently become more important for organizations, companies with low levels of gender diversity seem to perceive an ethical dilemma regarding the ways, in which they attempt to attain it. One way that organizations try to move toward gender equality is through the use of their corporate websites to manage potential applicants' impressions of their current levels of, and actions to improve, gender diversity. The dilemma is whether to truthfully communicate their low level of gender diversity, conceal it, or exaggerate it. On the one hand, organizations that are truthful may find it difficult to achieve equality because women are less attracted to companies that lack diversity. On the other hand, organizations that are untruthful risk their moral legitimacy. The present work investigates gender diversity-related communication on the corporate websites of 99 major German companies. Based on theoretical work on minority attraction, we apply an organizational impression management taxonomy to guide our in-depth content analysis. With this approach, we hope to advance the understanding of how the issue of gender diversity is presented on corporate websites, which is useful for both organizational decision makers as well as diversity researchers. We found that although gender diversity-related communications on corporate websites contain both assertive and defensive organizational impression management tactics, as well as a third type of tactic we refer to as ""acknowledgement,"" assertive tactics were used more frequently. We argue the existence of a paradox whereby organizations use assertive impression management tactics to maintain pragmatic legitimacy but compromise their moral legitimacy by doing so. Furthermore, we argue that moral legitimacy can be maintained or restored through the sincere use of defensive impression management tactics and acknowledgement.]","2018","2026-07-20 03:46:26","2026-07-20 03:46:26","","997-1013","","4","152.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"639VF82Z","journalArticle","2021","Nadeem, Muhammad","Corporate Governance and Supplemental Environmental Projects: A Restorative Justice Approach","Journal of Business Ethics","","01674544, 15730697","","http://www.jstor.org/stable/45396237","[Firms have traditionally responded to environmental violations by increasing information disclosure and/or communication to manage stakeholder perceptions. As such, these approaches may be symbolic in nature, with no genuine intention to improve the environment. We draw from restorative justice grounded in stakeholder theory and explore a relatively new approach in the form of supplemental environmental projects (SEPs) aimed at restoring the environment, and empirically examine the role of corporate governance (board structure) in firms' decisions to undertake reparative actions. Using environmental violations and SEPs data from the US Environmental Protection Agency between 2002 and 2015, we find that firms with smaller boards are more likely to undertake SEPs. We also find that firms with higher board independence and CEO duality undertake SEPs more frequently; however, board gender diversity and the existence of a sustainability committee appear to have no impacts. These results are robust to propensity score matching and an alternative data source. We extend the scope of stakeholder theory by emphasizing a new approach—restorative justice—by which corporations can repair damaged relationships and also improve the environment. We also contribute to corporate governance and environmentalism literature by identifying governance structures that promote environmental restorative justice. Thus, our study will inform different stakeholders, including regulators, shareholders, and boards of directors, and will open new avenues for business ethics scholarship.]","2021","2026-07-20 03:46:26","2026-07-20 03:46:26","","261-280","","2","173.0","","Journal of Business Ethics","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MM5Q5DJC","journalArticle","2022","Lund, Dorothy S.","ASSET MANAGERS AS REGULATORS","University of Pennsylvania Law Review","","00419907","","http://www.jstor.org/stable/45476493","[The conventional view of regulation is that it exists to constrain corporate activity that harms the public. But amid perceptions of government failure, many now call on corporations to tackle social problems themselves. And in this moment of dissatisfaction with government, powerful asset managers have stepped in to serve as regulators of last resort, adopting rules that bind corporate America on issues of great social importance, including climate change and workplace diversity. This Article describes this dynamic—where shareholders have become regulators—which has been made possible by the rise of institutional shareholding (and index investing in particular) and the contemporaneous growth of shareholder power. As a result, the large diversified asset managers that specialize in index funds (the so-called ""Big Three""—Vanguard, State Street, and BlackRock) collectively hold nearly controlling stakes across the public equity market. In addition to intervening in traditional areas of corporate governance, they have adopted sweeping board diversity mandates as well as ""ESG"" disclosure and carbon emission reduction requirements, and enforced them through their proxy voting policies. And the early consensus is that asset managers have been influential in these areas, driving change where other private (and public) efforts failed. This Article describes these regulatory interventions in detail and concludes that we me witnessing a novel privatization dynamic. It also offers a theory about the incentives that shape it. Asset managers will only supply regulation if it has a positive impact on their profits; therefore, demand from clients—which include not just individuals, but also institutions—will govern the choice of policies and the substance of their rules. And given the breadth of the Big Three's clientele and their interest in avoiding government backlash, their policies are likely to take many interests into account. Nonetheless, serious concerns loom large, including the fact that for-profit asset managers lack democratic accountability and government oversight for their policymaking, with no guarantee that it will further the public interest. To the extent that their policies are shaped by the corporate clients that provide much of the assets they manage, they are unlikely to be as impactful as many perceive. The provision of regulation by asset managers may also take pressure off the government to respond to these issues with policies better calibrated toward advancing social welfare. At bottom, understanding the forces that shape (and potential problems that accompany) this privatization dynamic is of critical importance not just for investors and corporations, but also for the public.]","2022","2026-07-20 03:46:26","2026-07-20 03:46:26","","77-146","","1","171.0","","University of Pennsylvania Law Review","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q9AQFVPN","journalArticle","2020","Joecks, Jasmin","How to Get Women on Board(s)? The Role of a Company’s Female Friendly Culture","Journal of Managerial Issues","","10453695, 23287470","","https://www.jstor.org/stable/48617472","[The study analyzes whether having won a working mother award increases the share of female board members in a company. Recently, mandated gender quotas for boards of publicly-traded firms are discussed all over Europe. One of the consequences of mandated gender quotas is a demand increase for female board members. Theoretically, a female friendly culture might serve as an instrument for an increase of women on boards. Having won a working mother award can show a female friendly culture in an organization and therefore increases the percentage of female board members in the subsequent years. Empirically, this hypothesis is supported by using a sample of 199 listed companies in different European countries (Germany, Italy, Sweden, and the United Kingdom) from 2002–2016.]","2020","2026-07-20 03:46:26","2026-07-20 03:46:26","","237-254","","3","32.0","","Journal of Managerial Issues","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
